clip,caption
184_130.9258_132.0096_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
184_169.0744_171.123_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
184_176.3515_177.5321_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
184_177.5159_178.4216_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
184_179.8215_182.2522_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
184_186.3594_188.1581_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
184_200.7382_202.1651_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
184_203.5384_204.5705_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
184_204.8051_205.6134_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
187_5.5734_6.5706_8.mp4,"The action of touching ears involves the person bringing their index fingers to the outer edges of their ears, with their fingers curled slightly and their thumbs on the sides of their head, gently making contact with the earlobes or the outer rim of the ear."
187_6.7419_8.1328_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
187_27.5565_28.361_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
187_28.7639_31.4857_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
187_33.1626_33.8698_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
187_34.8872_37.9316_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
187_38.7374_40.0036_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
187_41.9096_42.9882_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
187_65.3531_67.585_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
187_81.3539_81.7846_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
376_6.9611_9.406_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
376_9.446_13.2097_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_15.1943_15.9939_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_16.7739_19.2059_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
376_19.2459_22.3741_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_22.4141_25.6538_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_27.3466_28.0241_30.mp4,"The action of Shake double shoulders involves lifting both shoulders up and down simultaneously, with the shoulders moving in a small, rapid oscillating motion, while keeping the rest of the upper body still."
376_37.9108_41.0465_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_44.7069_46.3582_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
376_46.3582_46.9478_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_46.9478_51.0987_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_62.0645_65.0121_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
376_67.1194_69.4625_3.mp4,"The action of touching or scratching one's head involves raising the hand, extending the arm, and using the fingertips or nails to gently rub or scratch the scalp, often accompanied by a subtle tilting or leaning of the head towards the hand."
376_69.5025_74.3314_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_77.2164_78.174_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_92.4522_93.3943_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_95.8395_98.2593_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_100.4632_103.1545_3.mp4,"The action of touching or scratching one's head involves raising the hand, extending the arm, and using the fingertips or nails to gently rub or scratch the scalp, often accompanied by a subtle tilting or leaning of the head towards the hand."
376_103.1573_107.0629_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_121.1443_122.3804_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_124.4421_126.9394_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_134.969_140.1491_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
376_140.1491_144.6288_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_157.9278_164.2782_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
376_164.2992_166.3413_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
376_166.3813_171.5847_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_182.074_183.215_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_200.9585_205.378_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
376_220.4425_230.9425_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
376_230.6683_232.2766_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_233.9612_236.2358_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_249.0987_251.6244_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
376_261.5294_267.5311_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
376_266.9786_268.599_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_275.0145_276.3887_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_286.0256_294.589_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
376_301.8437_304.019_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_313.1557_315.3891_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_335.9444_340.6991_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
376_340.6991_345.5153_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_354.4147_355.9228_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_358.5265_360.2785_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_367.6128_371.0059_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_373.0179_379.0212_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_380.0716_385.0541_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_394.8143_397.164_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
376_397.1649_401.0065_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_414.3825_420.3117_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_425.8549_431.5004_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
376_431.0758_432.1401_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_432.1801_437.1427_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_463.5402_470.5402_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
376_470.542_474.0635_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_474.1978_482.0907_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
376_493.5303_495.5551_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_495.5551_497.557_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_497.557_503.1174_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
376_506.663_507.5974_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_507.5974_508.5855_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_508.6255_519.1111_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
376_519.1717_523.6697_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
376_528.5549_529.8787_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
376_536.0875_537.4144_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_0.0_1.3708_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
377_3.5769_5.256_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
377_5.296_8.7659_3.mp4,"The action of touching or scratching one's head involves raising the hand, extending the arm, and using the fingertips or nails to gently rub or scratch the scalp, often accompanied by a subtle tilting or leaning of the head towards the hand."
377_8.7959_12.9635_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
377_15.8378_17.3896_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
377_59.875_62.1291_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
377_75.6342_78.2676_22.mp4,"The action of rubbing or holding hands involves bringing both hands together, with fingers interlaced or palms pressed together, and then moving one hand in a gentle, back-and-forth motion across the other, or holding the hands still with a gentle squeeze."
377_78.2331_80.6081_3.mp4,"The action of touching or scratching one's head involves raising the hand, extending the arm, and using the fingertips or nails to gently rub or scratch the scalp, often accompanied by a subtle tilting or leaning of the head towards the hand."
377_80.6094_84.8991_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
377_84.6883_85.855_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_98.1919_100.023_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_101.3171_103.199_14.mp4,"The action of touching or covering the suprasternal notch involves gently placing the index finger or the entire hand on the notch, typically located at the base of the neck, with the arm extended and the elbow slightly bent."
377_106.8708_109.4651_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
377_109.507_120.2799_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
377_124.6698_125.8308_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
377_129.5749_130.5156_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
377_133.757_134.7233_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_152.8324_154.2064_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
377_154.2464_158.2455_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_164.2779_165.9911_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_170.0367_174.6933_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_178.7595_180.7943_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
377_185.8339_187.5704_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_194.3678_197.0127_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
377_199.9648_201.8046_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
377_217.2471_218.421_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_248.3769_250.1005_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
377_250.1426_252.3821_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_256.1278_257.067_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_259.3205_261.5917_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_265.4771_268.7773_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_268.7781_270.5216_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
377_271.4311_273.3521_25.mp4,"The action of playing with jewelries involves gently grasping and rotating a piece of jewelry with the fingers, often with the hands held in a relaxed position with the wrists slightly bent, while simultaneously manipulating other objects, such as beads or small trinkets, with the same hand or the other hand."
377_297.6363_298.7257_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_302.4321_304.426_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_307.7522_309.2262_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_310.3354_311.611_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
377_311.611_315.6635_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
377_317.7793_321.7896_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
377_321.7949_326.095_23.mp4,"The action of crossing fingers involves extending the index and middle fingers of one hand and bending the corresponding fingers of the other hand, then bringing the two hands together to form an X shape, with the crossed fingers forming the center of the X""."""
377_328.5631_331.3493_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
377_335.8588_340.1839_28.mp4,"The action of Pressing lips involves bringing the upper and lower lips together, with the upper lip slightly raised and the lower lip gently pressed against it, forming a gentle seal or pucker."
377_353.1909_355.1696_7.mp4,"The action of scratching or touching facial parts involves extending the index finger or middle finger from the hand, flexing the wrist to move the finger towards the face, and then applying gentle pressure or scratching motion to specific areas such as the nose, cheeks, or forehead."
377_362.9659_364.1029_31.mp4,"The action of illustrative hand gestures involves extending one or both arms, with the hands moving in various shapes and patterns, such as circular motions, sweeping arcs, or pointed fingers, to convey emphasis, illustrate a point, or add visual expression to verbal communication."
